Gene ID,Gene Name,proliferating embryo Ce,elongating embryo Ce,fully-elongated embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,newly molted young adult hermaphrodite Ce,adult Ce,L2d-dauer molt Ce,dauer larva Ce,post dauer stage Ce
WBGene00008548,F07A11.5,7,0.6,8,16,17,32,9,16,6,6,6,9
WBGene00008549,din-1,38,59,40,47,31,24,4,6,19,37,34,20
WBGene00008550,F07B10.4,,,0.2,0.9,0.1,0.1,0.2,0.4,,0.5,0.8,0.6
WBGene00008551,lgc-36,,,0.8,0.3,1,0.2,0.2,0.3,,5,3,3
WBGene00008552,srsx-31,,,0.2,0.1,,,0.1,,,0.1,0.1,
WBGene00008553,F07C6.2,0.1,0.2,3,0.9,4,10,8,4,3,6,5,6
WBGene00008554,F07C6.3,0.4,,0.8,17,30,21,11,7,6,13,15,14
WBGene00008555,F07C6.4,20,35,41,41,14,13,7,11,17,19,13,9
WBGene00008556,F07D3.3,,,0.3,0.4,,6,4,1,0.2,0.2,0.1,
WBGene00008557,F07H5.6,0.4,3,34,2,3,2,3,0.4,0.1,0.9,2,0.7
WBGene00008558,F07H5.7,2,1,8,2,3,1,3,0.8,0.4,40,47,15
WBGene00008559,F07H5.8,1,2,23,1,12,4,9,1,0.6,1,,
WBGene00008560,pho-13,,0.6,6,0.1,12,20,7,18,5,0.2,,1
WBGene00008561,F07H5.10,11,2,3,1,2,7,5,19,24,5,8,4
WBGene00008563,F07H5.13,148,1247,118,9,7,11,5,3,2,5,1,16
WBGene00008564,acox-1,8,37,36,5,43,64,23,24,16,17,5,11
WBGene00008565,F08A8.2,1,2,0.8,0.7,44,51,21,8,6,0.3,0.4,1
WBGene00008566,F08A8.3,0.1,0.1,4,0.5,3,3,2,6,3,,,
WBGene00008567,F08A8.4,,,0.8,1,20,21,14,10,4,2,0.3,
WBGene00008568,F08A8.5,1,0.5,2,2,2,0.7,0.9,1,0.6,0.8,0.6,0.6
WBGene00008569,fbxa-101,22,7,8,2,5,13,6,30,20,19,30,21
WBGene00008570,kcnl-2,1,0.5,5,17,6,3,2,1,0.9,18,22,15
WBGene00008571,prmn-1,6,40,57,14,38,20,7,4,3,33,14,8
WBGene00008572,F08B12.4,8,27,112,98,171,157,150,74,221,78,47,67
WBGene00008574,srbc-61,0.4,,,0.1,,,,,,0.4,0.6,0.3
WBGene00008575,scl-24,,,,12,8,0.3,0.5,1,6,9,2,0.8
WBGene00008576,F08G2.4,14,53,27,15,10,8,5,7,14,35,24,22
WBGene00008577,F08G2.5,1,1,3,5,4,9,2,2,6,2,0.5,1
WBGene00008578,F08G2.7,17,26,8,10,7,6,2,2,3,2,1,3
WBGene00008579,F08G2.8,7,3,2,5,2,3,2,1,1,6,4,4
WBGene00008580,dsb-1,39,3,7,3,2,13,7,35,49,5,10,5
WBGene00008581,acl-13,0.2,,0.1,1,0.1,2,2,4,0.6,0.1,0.1,0.1
WBGene00008582,F08G5.3,2,1,26,20,15,6,4,6,2,57,59,47
WBGene00008583,ugt-65,2,0.7,1,6,21,24,5,3,0.8,1,3,2
WBGene00008584,F08G5.6,0.2,,1,10,81,55,19,11,47,0.6,,2
WBGene00008585,F08G12.1,13,35,13,9,10,7,3,3,4,10,7,6
WBGene00008586,F08G12.2,117,61,34,15,24,18,10,17,39,17,15,15
WBGene00008587,F08G12.3,7,6,6,13,3,3,1,3,3,3,3,3
WBGene00008588,F08G12.5,5,20,13,7,4,4,2,3,2,40,15,16
WBGene00008589,F08G12.8,0.2,0.2,20,4,9,4,5,1,4,30,17,17
WBGene00008590,F08H9.2,0.3,,0.3,0.1,,4,23,51,16,,,
WBGene00008591,F08H9.3,4,0.9,2,5,3,0.2,0.2,0.4,0.4,3,18,8
WBGene00008592,F08H9.4,,0.1,1,4,0.6,0.4,0.3,0.6,0.3,77,295,32
WBGene00008593,clec-227,0.1,0.5,10,0.7,7,13,4,8,3,0.5,0.1,0.5
WBGene00008594,clec-57,0.3,1,3,6,53,28,18,12,2,3,0.4,3
WBGene00008595,clec-56,0.4,0.8,14,8,41,43,21,35,17,14,4,10
WBGene00008596,clec-54,0.1,,1,8,12,12,4,11,6,0.8,0.3,0.6
WBGene00008597,clec-55,,,0.6,3,2,0.6,0.4,0.8,1,0.3,0.5,0.6
WBGene00008598,spin-3,0.3,,0.4,2,3,11,6,4,1,0.8,0.3,3
WBGene00008599,F09A5.2,0.7,0.3,3,5,2,2,1,1,0.4,1,0.9,1
WBGene00008600,F09A5.3,0.3,0.6,2,27,0.5,0.4,1,0.2,0.2,7,10,3
WBGene00008601,F09A5.4,22,44,40,140,29,23,11,8,17,72,43,36
WBGene00008602,oac-14,,,2,4,25,14,5,2,4,2,0.5,1
WBGene00008603,F09B9.4,3,11,89,56,81,90,53,27,11,228,118,193
WBGene00008604,F09B9.5,1,0.2,13,21,9,6,4,3,1,8,7,5
WBGene00008605,mlt-9,6,11,161,2,120,45,21,1,1,13,2,0.8
WBGene00008606,dhhc-1,44,66,22,18,12,10,4,3,12,33,11,13
WBGene00008607,F09B12.3,3,20,68,59,343,196,87,35,22,13,4,36
WBGene00008609,F09B12.5,0.9,0.2,6,4,1,0.2,0.5,,0.1,2,0.5,0.1
WBGene00008610,F09C3.2,0.6,0.1,7,80,21,13,7,5,8,42,37,27
WBGene00008611,fbxb-68,10,0.1,0.5,0.4,,,0.1,0.2,2,,,
WBGene00008612,fbxa-103,6,3,1,0.7,0.1,,,0.1,0.2,,,
WBGene00008613,fbxb-69,5,5,4,2,1,0.2,0.2,0.2,0.5,0.1,0.7,0.3
WBGene00008615,F09C6.1,,,0.1,3,0.2,0.3,0.4,0.2,0.6,,,
WBGene00008616,fbxa-44,0.1,0.2,0.6,10,0.8,0.4,0.4,0.3,,0.4,0.3,0.2
WBGene00008617,F09C6.3,,,0.4,0.4,,,0.4,,0.3,0.8,0.1,
WBGene00008618,fbxa-45,,,,0.4,,,,,,,,
WBGene00008619,nhr-262,,,0.3,0.1,0.1,,,,,,0.1,
WBGene00008620,F09C6.10,,,,,,0.3,0.8,1,2,,,
WBGene00008621,F09C8.1,0.3,1,5,6,33,44,15,27,22,1,0.2,0.2
WBGene00008622,F09C8.2,49,84,60,50,18,18,7,6,15,30,17,15
WBGene00008623,F09E8.1,,,0.6,0.2,,0.8,3,0.8,0.2,0.2,0.2,0.3
WBGene00008624,F09E8.2,19,53,29,7,26,28,19,19,16,11,12,12
WBGene00008625,scl-14,,,0.8,4,4,0.4,0.3,0.1,0.3,0.2,0.2,
WBGene00008626,F09E8.8,3,0.3,14,3,7,3,7,3,8,97,103,99
WBGene00008627,F09F3.5,,,0.2,,,,,0.1,,2,0.3,0.1
WBGene00008628,ttr-21,0.2,1,2,5,27,8,1,3,3,6,4,12
WBGene00008629,cpt-5,0.5,0.9,2,0.5,1,10,6,9,3,4,0.3,0.8
WBGene00008630,nhr-175,0.6,0.5,1,0.3,0.5,0.2,0.4,,,,0.1,0.1
WBGene00008631,F10A3.1,,,0.6,0.1,,,0.2,,0.1,,,0.1
WBGene00008632,fbxa-88,,,0.7,0.6,0.4,0.4,0.4,0.1,0.1,0.3,,0.2
WBGene00008633,fbxa-18,,,0.4,0.2,0.3,0.3,0.6,0.4,0.1,0.3,,
WBGene00008634,F10A3.4,,,3,9,13,14,5,3,5,0.5,0.2,0.6
WBGene00008636,F10A3.11,,4,2,0.2,0.2,,0.2,,,0.2,,
WBGene00008637,F10A3.12,,0.3,0.5,0.1,,,,,,1,0.5,0.2
WBGene00008638,F10A3.16,,,,,,,,,,,,
WBGene00008639,F10B5.2,26,15,8,3,16,17,8,37,23,25,33,23
WBGene00008640,F10B5.3,0.1,0.3,1,1,0.9,21,0.8,0.4,0.1,189,197,86
WBGene00008641,pch-2,28,12,8,0.9,4,6,3,19,17,3,7,4
WBGene00008642,F10B5.8,16,12,8,3,10,24,7,54,36,16,22,15
WBGene00008643,F10B5.9,0.5,17,11,0.7,2,0.3,0.1,0.1,,1,0.8,1
WBGene00008644,F10C2.3,0.5,0.8,3,12,2,2,1,1,0.6,2,2,2
WBGene00008645,F10C2.4,43,13,10,13,17,17,5,31,38,11,17,12
WBGene00008646,F10C2.5,7,12,5,3,10,15,4,13,7,6,6,5
WBGene00008647,F10C2.7,,,0.2,0.1,0.2,0.4,0.7,,,22,1,0.4
WBGene00008648,F10D11.2,26,53,28,15,10,10,3,28,23,12,15,12
WBGene00008649,F10D11.3,,,0.4,0.1,0.1,4,12,6,4,0.1,0.1,0.1
WBGene00008650,F10D11.4,,,,,,0.9,3,2,0.3,,,
WBGene00008651,F10D11.5,0.3,,0.4,0.1,,1,2,2,0.7,0.1,0.1,
WBGene00008652,F10D11.6,4,2,147,4,75,33,40,6,3,127,22,15
WBGene00008654,F10F2.2,0.3,0.4,4,8,16,22,10,10,7,35,32,27
WBGene00008655,lips-3,3,3,107,0.4,34,9,23,1,0.4,5,0.3,0.3
WBGene00008656,lron-5,0.1,0.2,7,24,9,2,0.9,0.9,0.3,14,12,9
WBGene00008659,clec-151,0.1,,0.2,0.1,0.1,3,6,4,1,0.2,0.3,0.2
WBGene00008660,clec-153,,,,0.5,0.3,0.6,2,2,0.9,,0.1,0.1
WBGene00008661,F10G8.1,,,,0.2,,8,4,4,1,,,
WBGene00008662,F10G8.2,,0.2,2,2,0.6,1,4,2,0.4,0.2,0.9,0.3
WBGene00008663,eak-6,0.3,0.5,3,3,0.8,0.2,,0.1,,0.7,0.9,0.4
WBGene00008664,nubp-1,41,35,36,30,38,43,28,42,36,43,37,47
WBGene00008665,ercc-1,16,5,9,23,9,10,12,27,32,14,24,16
WBGene00008666,F10G8.8,12,111,63,14,16,19,6,5,3,18,18,10
WBGene00008667,F10G8.9,6,5,4,9,5,6,3,10,10,8,13,6
WBGene00008668,F11A1.2,0.1,,0.4,3,0.9,0.1,0.1,0.2,,2,3,0.6
WBGene00008669,acs-14,9,72,22,27,49,80,13,34,18,58,12,28
WBGene00008670,F11A3.2,19,19,13,5,13,17,7,29,24,8,9,10
WBGene00008671,F11A5.3,,,,0.5,,,,,,0.1,0.9,0.4
WBGene00008672,F11A5.4,,0.2,0.5,,,,,,,0.3,0.4,0.2
WBGene00008673,F11A5.5,0.6,0.9,14,,0.4,0.2,1,0.1,,0.1,,0.1
WBGene00008674,F11A5.6,0.1,0.3,0.6,1,0.2,0.5,1,0.3,0.6,0.5,0.7,0.7
WBGene00008675,irld-26,,,,,,,,,,,0.1,
WBGene00008676,oac-15,,,0.4,,0.5,0.1,0.4,0.2,,,,
WBGene00008677,F11A5.9,4,0.3,3,26,5,4,6,8,23,7,11,6
WBGene00008678,stdh-2,0.6,,0.4,2,0.4,0.4,0.6,0.5,0.1,0.9,1,0.9
WBGene00008679,F11A5.13,,,,6,0.2,,,,,0.2,3,1
WBGene00008680,F11A5.15,,,,2,0.4,0.3,0.6,0.8,2,19,32,16
WBGene00008681,scrm-4,0.4,3,4,14,3,7,3,8,10,16,15,8
WBGene00008682,lex-1,91,43,36,18,26,20,7,46,77,20,21,16
WBGene00008683,repo-1,152,71,45,20,35,36,22,44,49,27,22,23
WBGene00008684,mig-32,33,31,21,11,12,9,4,27,26,8,11,9
WBGene00008685,mon-2,19,33,25,12,29,29,6,22,28,24,23,19
WBGene00008686,F11A10.5,57,52,38,33,16,16,13,56,65,21,18,13
WBGene00008687,F11A10.6,13,36,42,30,34,30,17,15,18,20,13,12
WBGene00008688,F11A10.7,23,71,32,30,25,35,13,33,18,45,41,44
WBGene00008690,F11C1.1,26,72,24,18,19,19,10,9,4,20,14,11
WBGene00008691,mff-1,18,95,33,73,11,6,6,7,5,40,27,23
WBGene00008692,scav-4,0.8,4,11,4,13,23,5,11,3,8,5,5
WBGene00008693,F11C1.4,0.5,0.1,4,6,2,0.9,2,1,0.5,4,7,4
WBGene00008694,F11C1.5,16,33,22,12,23,32,10,17,13,20,16,13
WBGene00008695,F11C3.1,3,6,3,4,2,0.9,0.8,1,0.9,1,2,0.8
WBGene00008696,clec-255,,,0.2,0.1,,,,,,,,
WBGene00008698,F11D11.3,,,0.7,2,,0.1,0.1,0.3,0.4,,,
WBGene00008699,F11D11.4,,,0.3,,,,,,,,,
WBGene00008700,clec-254,0.3,,0.3,,,,,0.2,0.1,,,
WBGene00008701,F11D11.6,0.1,,0.4,,,,,0.2,,,,
WBGene00008702,clec-252,0.3,,0.3,,,,,,0.1,,,
WBGene00008703,clec-251,0.2,,0.4,0.1,,,0.3,0.1,,,,
WBGene00008706,gba-3,7,10,11,43,8,6,3,2,4,8,6,6
WBGene00008707,F11E6.3,0.7,3,9,22,64,278,112,277,137,14,4,0.8
WBGene00008708,F11E6.4,2,20,14,0.6,2,5,2,2,0.8,0.9,0.6,0.4
WBGene00008709,F11E6.6,,,1,3,3,7,2,2,0.5,2,2,1
WBGene00008710,F11E6.7,102,15,14,2,10,7,5,42,69,6,5,4
WBGene00008711,F11E6.8,5,39,55,34,17,14,12,2,1,13,5,5
WBGene00008712,F11E6.9,2,99,41,34,19,26,3,0.7,0.1,5,1,1
WBGene00008713,F11E6.10,1,8,7,1,2,0.3,0.4,0.3,,2,3,2
WBGene00008714,F11F1.1,0.3,1,2,3,2,3,1,4,1,4,3,4
WBGene00008716,F11F1.4,,,0.3,,,,,,,2,5,3
WBGene00008717,F11F1.5,,,0.3,,,,,,,0.8,3,3
WBGene00008719,ttr-52,12,106,15,2,1,0.8,0.7,0.2,0.2,15,7,11
WBGene00008720,F12F6.1,76,131,82,18,25,20,8,26,64,25,21,20
WBGene00008721,F12F6.2,0.4,0.2,0.3,0.1,,,,0.2,,,,
WBGene00008722,F12F6.7,31,13,10,3,10,15,8,37,40,12,17,15
WBGene00008724,F13A7.1,0.4,,,0.2,,5,11,10,8,,,
WBGene00008725,F13A7.7,,,,0.2,,0.9,2,2,0.4,,0.1,0.1
WBGene00008726,F13A7.11,3,3,7,4,4,2,2,3,2,2,1,3
WBGene00008727,F13A7.12,1,3,12,0.5,2,1,4,0.3,0.2,0.1,,
WBGene00008728,sre-36,2,2,1,0.3,0.1,,0.2,0.3,0.1,0.1,0.5,0.4
WBGene00008729,F13B12.1,157,58,40,41,29,34,28,58,80,47,73,42
WBGene00008730,F13B12.2,2,4,4,2,4,6,3,3,1,11,9,6
WBGene00008731,F13B12.3,0.5,9,10,2,2,3,1,1,0.5,8,12,6
WBGene00008732,F13B12.4,1,6,38,0.4,9,4,5,0.6,0.2,4,0.6,0.4
WBGene00008733,F13B12.6,54,40,57,68,18,16,13,30,41,26,32,24
WBGene00008734,F13B12.7,,,0.7,,,0.5,0.4,1,0.1,0.2,0.2,
WBGene00008735,F13D2.1,2,15,15,7,12,10,3,4,2,14,20,8
WBGene00008736,gnrr-6,0.3,0.6,2,5,2,0.7,0.9,0.8,0.3,6,8,5
WBGene00008737,gnrr-7,0.3,0.2,1,4,1,0.6,2,1,0.2,2,2,1
WBGene00008739,F13D12.3,2,0.9,0.8,12,6,11,5,9,14,44,51,24
WBGene00008740,F13D12.5,16,2,3,3,3,20,6,27,44,9,10,12
WBGene00008741,F13D12.6,4,10,51,48,166,191,70,86,160,46,4,21
WBGene00008742,F13D12.8,4,11,36,7,12,10,10,5,4,19,23,19
WBGene00008743,F13D12.9,7,16,30,3,33,43,18,5,4,51,36,30
WBGene00008744,F13D12.10,2,0.6,5,8,8,5,3,2,0.6,10,6,6
WBGene00008745,F13E6.1,87,277,156,126,85,83,44,32,38,125,74,61
WBGene00008746,F13E6.2,0.4,0.4,7,6,2,0.6,0.8,0.3,0.2,3,3,2
WBGene00008747,phf-31,9,5,4,2,2,0.7,2,2,3,5,3,3
WBGene00008748,yap-1,18,111,71,249,49,33,16,17,23,86,59,39
WBGene00008749,F13E6.5,30,47,22,14,28,33,14,17,10,19,8,16
WBGene00008750,F13E9.1,14,14,15,9,11,11,5,27,15,14,14,11
WBGene00008751,fipr-14,,,,0.5,,,,,,,,
WBGene00008752,fipr-15,,,0.6,,,,,,,,,
WBGene00008753,F13E9.4,,,,0.1,,,,,,0.1,1,0.1
WBGene00008754,F13E9.5,,,,0.2,,0.5,2,3,1,0.6,0.3,0.3
WBGene00008755,sdz-13,4,0.2,0.8,0.3,0.2,,,,0.1,0.1,,0.2
WBGene00008757,F13E9.8,,,0.3,5,0.1,0.2,0.5,0.1,0.1,2,1,1
WBGene00008758,F13E9.9,,,,0.1,,,,,,0.4,0.3,0.1
WBGene00008759,F13E9.10,,,0.3,,,,0.2,0.2,0.1,,,
WBGene00008760,F13E9.11,48,406,213,113,17,5,3,2,3,31,17,13
WBGene00008761,F13E9.12,0.3,,5,1,5,9,6,3,2,26,30,26
WBGene00008762,ztf-2,1,0.3,0.9,25,22,26,3,0.7,0.8,2,0.8,1
WBGene00008763,F13G3.3,1,10,5,0.6,6,5,1,0.8,0.1,0.1,0.7,0.2
WBGene00008764,dylt-1,119,130,75,76,68,92,78,70,81,66,71,68
WBGene00008765,ttx-7,92,47,40,60,54,57,48,47,55,48,36,35
WBGene00008766,F13G3.6,14,22,9,15,8,10,4,17,13,15,30,14
WBGene00008767,F13G3.7,49,55,31,19,24,23,10,32,23,36,28,16
WBGene00008768,F13G3.10,96,105,53,6,65,115,114,115,146,55,51,50
WBGene00008769,mrpl-13,28,51,29,19,36,36,37,33,21,55,37,43
WBGene00008770,F13G3.12,0.3,0.2,7,6,3,4,3,3,0.9,14,9,6
WBGene00008772,irld-4,,,,,,0.7,1,3,0.3,,,
WBGene00008773,F13H10.1,,,9,0.7,9,2,2,0.9,0.1,3,3,3
WBGene00008774,F13H10.3,40,23,13,37,19,26,7,25,28,15,17,15
WBGene00008775,mogs-1,18,15,12,9,19,31,13,38,35,12,12,11
WBGene00008776,F13H10.5,3,31,43,2,3,3,0.9,0.7,0.3,0.6,0.6,0.9
WBGene00008777,F13H10.6,6,40,115,136,99,39,83,33,73,166,129,77
WBGene00008778,nhr-264,,0.1,0.6,,0.1,0.1,0.1,,,,,
WBGene00008779,F14B4.1,24,187,77,2,4,0.8,0.8,1,1,1,1,0.5
WBGene00008780,F14B4.2,64,37,43,60,30,22,22,86,134,58,16,16
WBGene00008781,rpoa-2,18,41,18,7,19,29,5,33,19,24,22,25
WBGene00008782,sdz-14,23,0.7,0.8,0.2,,0.1,0.1,0.5,4,,,
WBGene00008783,F14B6.2,4,1,14,21,7,2,1,1,1,11,8,6
WBGene00008784,F14B6.3,28,1,1,0.4,,0.1,0.2,0.4,5,,,
WBGene00008785,F14B6.4,0.2,2,4,0.9,0.4,0.9,1,0.5,0.2,0.4,0.4,0.6
WBGene00008786,oac-16,0.1,,1,,0.2,0.1,0.4,,,,,
WBGene00008787,F14B6.6,2,6,4,6,3,4,2,2,0.6,0.7,0.8,3
WBGene00008788,F14D7.1,,,0.1,,,0.5,0.4,,0.1,,,
WBGene00008789,F14D7.2,43,2,6,0.2,,0.1,1,18,46,,0.1,
WBGene00008790,F14D7.3,0.1,,0.1,1,,,0.1,,,1,1,0.4
WBGene00008792,F14D7.5,,,,0.5,,0.6,0.8,,1,165,134,176
WBGene00008793,F14D7.6,1,0.2,5,0.5,5,13,6,4,2,1,0.7,6
WBGene00008794,F14D7.7,,,,0.1,,0.8,4,2,0.7,1,0.8,0.4
WBGene00008795,F14D7.8,,0.1,1,7,2,0.9,0.7,0.3,0.6,5,4,2
WBGene00008796,F14D7.9,,,0.5,2,,0.3,0.1,,,,,
WBGene00008797,F14D7.10,,,,0.1,,0.8,2,0.2,0.5,3,0.7,
WBGene00008798,F14D7.11,,,2,1,1,1,0.6,,,,,
WBGene00008799,F14E5.1,0.7,0.5,1,,2,2,1,1,0.4,,,
WBGene00008800,F14E5.2,52,106,71,40,59,63,26,48,61,61,62,54
WBGene00008801,acp-3,0.1,,0.3,0.1,,0.3,0.8,2,0.2,0.1,,
WBGene00008802,acp-2,6,0.5,1,2,2,2,4,5,1,3,3,2
WBGene00008803,lips-10,5,30,33,32,62,45,20,13,5,17,2,6
WBGene00008804,acp-4,0.3,,0.3,1,0.2,0.2,1,0.4,,0.1,0.2,0.2
WBGene00008805,git-1,23,64,22,21,12,11,4,5,7,9,7,11
WBGene00008806,mboa-7,16,26,14,17,13,14,5,7,4,6,8,7
WBGene00008807,F14F3.4,,5,6,1,40,30,4,0.9,0.4,18,8,2
WBGene00008808,ntr-2,0.9,,2,6,0.8,0.4,0.5,0.5,0.1,2,4,2
WBGene00008809,cyp-13A11,,0.2,0.4,0.5,0.1,,0.1,,,0.1,0.8,0.2
WBGene00008810,cyp-13A12,0.3,0.8,2,1,0.7,1,0.7,0.5,0.1,0.4,1,0.7
WBGene00008811,F14F7.4,,,,,,4,3,4,3,,,
WBGene00008812,F14F7.5,0.4,0.7,0.7,0.3,,0.9,0.4,0.6,0.2,,,
WBGene00008814,srz-1,,,0.1,0.1,,,,,,,,
WBGene00008815,srz-103,,,0.1,,0.2,,,,,,,
WBGene00008816,F14F8.8,,,0.8,0.9,3,2,6,0.4,2,2,0.8,1
WBGene00008818,srz-101,,,0.3,0.3,,,,,,0.7,0.9,0.4
WBGene00008819,shw-1,4,3,12,23,7,4,1,2,1,15,15,9
WBGene00008820,F14F11.2,1,3,33,184,47,16,9,4,7,133,155,150
WBGene00008821,best-12,,,,0.1,,2,1,1,0.2,0.2,,
WBGene00008822,F14H3.3,22,3,6,0.1,,,0.4,7,9,,,
WBGene00008823,F14H3.4,28,3,6,0.1,,,0.8,13,18,0.1,,
WBGene00008824,F14H3.5,12,2,3,0.1,,,0.8,10,12,,,
WBGene00008825,F14H3.6,258,29,58,0.1,0.1,0.6,8,122,231,0.5,0.3,0.1
WBGene00008826,fbxa-100,,,0.8,0.3,0.2,0.1,,,,,0.1,0.1
WBGene00008828,F14H3.9,,,,,,,,,,,,
WBGene00008829,cyp-35D1,2,0.1,0.8,0.1,0.4,0.4,1,0.6,0.9,1,0.7,0.6
WBGene00008830,nhr-176,3,6,3,0.7,3,5,2,4,0.7,8,7,5
WBGene00008831,F14H3.12,,,,6,1,10,4,6,7,0.2,0.3,0.5
WBGene00008832,obr-2,15,19,49,27,22,14,20,14,13,85,62,23
WBGene00008833,F14H8.2,0.2,,1,3,2,0.3,0.4,,,2,2,2
WBGene00008834,F14H8.4,,,2,16,2,0.1,0.5,0.1,,3,1,2
WBGene00008835,F14H8.5,,,0.1,2,0.3,,0.1,,,0.4,0.3,0.2
WBGene00008837,sre-38,0.4,,0.1,0.2,,,0.1,,,,,
WBGene00008838,F15A4.2,17,12,3,0.1,,,0.1,2,3,0.1,,
WBGene00008839,sre-37,0.5,,0.2,0.4,,,0.3,0.1,,0.3,1,0.4
WBGene00008840,F15A4.5,0.7,0.1,3,8,6,3,3,1,1,12,10,14
WBGene00008841,F15A4.6,,,0.8,105,97,72,21,22,32,52,31,15
WBGene00008842,chil-28,,,0.1,1,0.3,,,0.1,0.1,2,4,2
WBGene00008843,arrd-9,0.4,,0.2,,,0.5,1,1,0.4,0.4,,
WBGene00008844,F15A4.10,126,4,7,0.2,,0.2,0.7,5,30,1,0.3,
WBGene00008847,fbxb-102,5,2,1,0.1,0.1,,0.1,0.2,0.8,,,
WBGene00008848,inft-2,24,11,7,6,5,9,4,14,35,5,9,5
WBGene00008849,try-10,0.1,0.5,1,1,0.6,0.4,2,4,2,2,2,1
WBGene00008850,F15B9.6,,0.1,0.7,2,2,2,2,1,2,9,4,3
WBGene00008851,F15B9.8,53,749,417,1,220,27,155,4,2,40,5,2
WBGene00008852,ubql-1,141,127,136,144,115,126,46,64,111,106,82,78
WBGene00008853,clec-101,,,0.3,,,,0.2,,,69,2,0.6
WBGene00008854,F15D3.4,0.4,,0.4,,,2,1,2,1,,,
WBGene00008855,F15D3.5,,,,,,,,,0.1,,,
WBGene00008856,F15D3.6,32,22,25,45,17,38,20,32,39,31,28,30
WBGene00008857,timm-23,54,56,49,72,73,59,51,56,48,70,197,132
WBGene00008858,F15D3.8,0.4,1,0.9,0.2,,2,0.5,1,0.4,8,2,2
WBGene00008859,F15D4.2,85,24,16,12,9,14,20,18,51,33,65,39
WBGene00008860,rmo-1,76,163,123,7,109,87,176,97,75,118,92,115
WBGene00008861,F15D4.4,0.4,0.2,1,8,3,2,0.9,0.6,0.5,1,1,0.4
WBGene00008862,F15D4.5,5,5,9,6,2,8,4,3,7,3,2,2
WBGene00008863,F15D4.6,1,3,4,2,0.5,2,2,2,2,1,1,0.4
WBGene00008865,F15G9.1,8,88,79,10,23,16,67,73,31,73,31,25
WBGene00008866,F15G9.2,,,,0.6,0.4,,,,,0.3,0.2,
WBGene00008867,F15G9.3,,,0.5,0.5,0.1,0.3,0.1,,,0.3,0.1,
WBGene00008868,F15G9.5,1,6,31,44,8,4,2,3,2,15,12,10
WBGene00008869,F15G9.6,,,0.9,1,0.6,0.8,1,0.7,,0.5,0.6,0.4
WBGene00008870,F15H9.1,,,,,,0.4,0.6,0.7,,,,
WBGene00008871,tag-314,,,,,0.2,1,2,2,0.4,,,
WBGene00008872,F15H10.5,,,,0.1,0.4,,,,,15,0.6,0.1
WBGene00008874,F15H10.7,,,1,2,0.9,0.7,0.8,1,0.2,0.4,0.5,0.5
WBGene00008875,F15H10.8,1,7,36,0.2,24,5,3,0.3,,3,0.4,0.1
WBGene00008876,F16A11.1,25,16,32,59,22,15,11,27,34,43,36,33
WBGene00008877,F16A11.2,9,11,6,7,10,15,6,21,15,6,12,9
WBGene00008878,ppfr-1,28,25,30,19,18,22,7,26,30,14,15,13
WBGene00008879,F16B12.1,0.2,0.3,2,0.3,0.5,0.7,0.4,0.3,0.1,1,0.6,0.3
WBGene00008880,F16B12.4,39,40,16,25,6,4,3,5,5,4,3,3
WBGene00008881,F16B12.5,0.3,,0.5,1,,0.1,0.3,0.1,,0.1,,
WBGene00008882,F16B12.6,54,28,16,27,15,8,2,8,26,10,8,8
WBGene00008883,F16B12.7,0.4,0.4,0.6,0.2,,0.2,0.8,0.5,0.2,,,
WBGene00008884,nhr-281,0.5,0.3,2,0.6,0.1,0.1,0.2,0.1,,1,1,0.6
WBGene00008885,F16C3.1,1,0.5,6,52,11,4,1,2,0.8,13,17,12
WBGene00008886,F16C3.2,0.6,11,4,159,6,8,4,4,5,33,28,24
WBGene00008887,tbcd-1,9,21,11,7,9,13,5,28,22,8,13,10
WBGene00008889,F16D3.6,,,0.4,0.1,0.1,0.3,0.2,0.3,,4,7,4
WBGene00008890,ser-5,2,2,9,14,4,3,2,2,0.6,3,3,4
WBGene00008891,clec-42,0.4,0.4,3,31,36,5,0.3,0.4,0.3,2,0.4,2
WBGene00008892,clec-246,,,0.3,2,0.1,0.2,2,0.3,0.1,2,0.5,2
WBGene00008893,F16H6.3,,,0.3,,,,,,,,,
WBGene00008894,F16H6.4,,,,,0.8,2,0.8,0.5,,0.1,,0.6
WBGene00008895,F16H6.5,,,,0.2,0.8,2,1,0.7,0.1,0.2,1,2
WBGene00008896,F16H6.6,,,,,,0.7,0.2,0.2,0.1,,0.4,0.9
WBGene00008897,F16H6.7,1,5,2,4,4,4,6,2,0.3,18,20,18
WBGene00008898,F16H6.8,,,,,,0.1,,,,,,
WBGene00008899,F16H6.9,0.3,,0.2,0.1,,0.1,0.4,0.4,0.1,,,
WBGene00008900,F16H6.10,0.6,4,10,24,7,21,9,6,3,19,21,18
WBGene00008901,nhr-27,,,,0.9,0.2,,,,,0.1,,
WBGene00008902,phf-32,0.7,,0.5,8,,,0.3,0.3,,0.2,0.7,0.4
WBGene00008903,F17A2.4,,,,0.7,,,,,,,,
WBGene00008904,F17A2.13,41,6,5,0.2,0.2,,0.5,3,5,0.1,,0.1
WBGene00008905,F17B5.1,,,0.4,4,18,15,5,0.4,0.6,2,0.6,0.7
WBGene00008906,oac-17,0.2,,6,,0.4,0.1,0.5,0.1,,,,
